2026-03-06 17:21:48 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260306-E27E
2026-03-08 22:44:06 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-08 22:45:27 | ContractAuditPipeline | ERROR | Step 1 failed: Failed to parse JSON from: {
  "clauses": [
    {
      "id": 1,
      "title": "背景介绍",
      "content": "就是我最近有一些苦恼，就是主要是我也没太遇到过这种情况，就是这样的，就是我最近在实习，然后我们办公室就是氛围比较好，然后有一个跟我同期的实习生，然后我俩就是一开始不是很熟，但是最近就是关系变好了，很，也不是最近就我从 2 月份开始实习，然后我...
2026-03-08 22:56:16 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260308-2AA0
2026-03-08 22:56:16 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-08 22:56:58 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-08 22:58:17 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-08 23:00:36 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-08 23:01:27 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260308-2AA0 in 310.65s
2026-03-08 23:02:52 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260308-479E
2026-03-08 23:02:52 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-08 23:03:21 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-08 23:04:35 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-08 23:05:39 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260308-2241
2026-03-08 23:05:39 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-08 23:05:54 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-08 23:06:09 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-08 23:07:11 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-08 23:07:43 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260308-479E in 290.88s
2026-03-08 23:08:55 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-08 23:10:26 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260308-2241 in 287.41s
2026-03-08 23:30:50 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260308-E0AE
2026-03-08 23:30:50 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-08 23:31:34 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-08 23:31:56 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-08 23:32:46 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-08 23:33:10 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260308-E0AE in 140.10s
2026-03-09 00:03:34 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-3865
2026-03-09 00:03:34 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 00:04:04 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 00:04:17 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 00:04:36 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 00:05:06 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-3865 in 92.01s
2026-03-09 00:08:01 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-87A4
2026-03-09 00:08:01 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 00:08:44 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 00:09:04 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 00:09:42 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 00:10:06 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-87A4 in 124.76s
2026-03-09 09:32:13 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-AF52
2026-03-09 09:32:13 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 09:32:48 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 09:32:58 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 09:33:20 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 09:33:39 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-AF52 in 85.67s
2026-03-09 10:18:49 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-5028
2026-03-09 10:18:49 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 10:19:20 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 10:19:37 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 10:19:59 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 10:20:25 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-5028 in 95.72s
2026-03-09 10:41:47 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-EFE4
2026-03-09 10:41:47 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 10:42:13 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 10:42:24 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 10:42:45 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 10:43:17 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-EFE4 in 89.13s
2026-03-09 14:42:14 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-BCBC
2026-03-09 14:42:14 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 14:42:42 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 14:42:57 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 14:43:27 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 14:43:51 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-BCBC in 97.19s
2026-03-09 14:52:00 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-F70C
2026-03-09 14:52:00 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 14:52:09 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 14:52:15 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 14:52:23 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 14:52:28 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-F70C in 28.40s
2026-03-09 15:21:08 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-CBAE
2026-03-09 15:21:08 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 15:21:14 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 15:21:21 | ContractAuditPipeline | ERROR | Step 2 failed: 'int' object has no attribute 'isdigit'
2026-03-09 15:31:18 | ContractAuditPipeline | INFO | Starting audit pipeline for contract C20260309-9E27
2026-03-09 15:31:18 | ContractAuditPipeline | INFO | Executing step 1/4: ContractFormatterStep
2026-03-09 15:31:25 | ContractAuditPipeline | INFO | Executing step 2/4: LawSearchStep
2026-03-09 15:31:31 | ContractAuditPipeline | INFO | Executing step 3/4: RiskAnnotationStep
2026-03-09 15:31:32 | ContractAuditPipeline | INFO | Executing step 4/4: CorrectionStep
2026-03-09 15:31:32 | ContractAuditPipeline | INFO | Pipeline completed for contract C20260309-9E27 in 14.23s
